Date,Strategy_Return,MKT,SMB,HML,const,Residuals
2009-06-01,0.0843000399999999,0.136025,-0.091757,-0.016668,1.0,0.017375537848920833
2009-07-01,0.10085682,0.164515,-0.031906,0.021235,1.0,-0.035042147356352984
2009-08-01,-0.10474094,-0.219901,0.061762,-0.023972,1.0,0.05032230085697367
2009-09-01,0.03129749,0.050538,-0.025297,-0.016304,1.0,-0.007172176345790135
2009-10-01,0.10846208,0.086467,0.032472,-0.003578,1.0,-0.012007891099537857
2009-11-01,0.16160947,0.074081,0.08275,0.003528,1.0,0.012317749696686614
2009-12-01,0.02855376,0.030193,0.012538,0.025173,1.0,-0.009989499057814284
2010-01-01,-0.05041556,-0.090104,0.072028,-0.018919,1.0,-0.03266534325863861
2010-02-01,0.03665138,0.024046,0.065069,-0.019492,1.0,-0.05405770553477522
2010-03-01,0.01907151,0.023421,0.021816,-0.005504,1.0,-0.029664043186759387
2010-04-01,-0.08678673,-0.07983,0.008749,-0.019223,1.0,-0.024911454088971136
2010-05-01,-0.10576229,-0.085229,0.003087,-0.002986,1.0,-0.028851332612413502
2010-06-01,-0.07177672,-0.077264,-0.023975,0.003928,1.0,0.022491710205215273
2010-07-01,0.21186944,0.114183,0.042521,-0.026853,1.0,0.04818143609813033
2010-08-01,0.0685455099999999,0.013317,0.087314,-0.075616,1.0,-0.0470125028024061
2010-09-01,-0.00247556,0.009753,0.000901,-0.044449,1.0,-0.030915622176198004
2010-10-01,0.13051657,0.119258,-0.041885,0.013824,1.0,0.046353015220223115
2010-11-01,0.02878349,-0.04994,0.056458,-0.03548,1.0,0.014883474786090058
2010-12-01,-0.03486415,-0.007594,-0.007333,0.015333,1.0,-0.021342318463607304
2011-01-01,-0.02699554,-0.017814,-0.02829,0.040893,1.0,0.02229132563285581
2011-02-01,0.09351852,0.044323,0.064228,-0.030126,1.0,-0.01988060826288389
2011-03-01,-0.00294314,0.001873,0.010638,0.008039,1.0,-0.01651287485769255
2011-04-01,-0.01721288,-0.010276,-0.02444,0.003979,1.0,0.010403682756569936
2011-05-01,-0.08032002,-0.063684,-0.011721,0.002114,1.0,-0.010732744214592554
2011-06-01,0.03882987,0.020831,0.02192,-0.016585,1.0,-0.010646429237329488
2011-07-01,0.05466236,-0.017199,0.031037,-0.044864,1.0,0.027129503202128563
2011-08-01,-0.01753247,-0.049416,0.018516,-0.012194,1.0,0.0075387108585190515
2011-09-01,-0.09750653,-0.086875,-0.02658,0.036443,1.0,0.01814745999079563
2011-10-01,0.0550664,0.045587,-0.009817,0.023869,1.0,0.019982803817284144
2011-11-01,-0.0507941,-0.053179,0.011124,-0.014623,1.0,-0.016300117222627954
2011-12-01,-0.12579706,-0.064462,-0.100992,0.078564,1.0,0.043838104853084786
2012-01-01,0.06289689,0.033567,-0.041265,-0.007071,1.0,0.05787424146400683
2012-02-01,0.19728788,0.061669,0.061753,-0.035422,1.0,0.06710332422955279
2012-03-01,-0.09131972,-0.068374,0.000601,0.011932,1.0,-0.02477498128489246
2012-04-01,0.04400774,0.050655,0.017015,-0.020842,1.0,-0.03234967985627132
2012-05-01,0.05832086,-0.006797,0.016148,-0.02016,1.0,0.04042983451382511
2012-06-01,-0.03195777,-0.04762,-0.013416,0.012482,1.0,0.026041833585195927
2012-07-01,-0.11259401,-0.055402,-0.048047,0.00821,1.0,-0.018227333124376993
2012-08-01,0.04351139,-0.025539,0.076941,-0.010138,1.0,-0.005040370261226543
2012-09-01,0.02718901,0.018826,-0.022135,-0.020717,1.0,0.01645353115125671
2012-10-01,0.02380511,-0.009209,0.016114,0.007724,1.0,0.016521960480160962
2012-11-01,-0.10704673,-0.053451,-0.06271,0.04962,1.0,0.010119233344160525
2012-12-01,0.23405116,0.145256,0.011473,0.02095,1.0,0.07998957144769878
2013-01-01,0.0568891199999999,0.050566,0.029933,0.015094,1.0,-0.01998390168164211
2013-02-01,0.05790493,-0.008422,0.046091,-0.014035,1.0,0.017645105444825587
2013-03-01,-0.04023769,-0.052586,0.026223,-0.011992,1.0,-0.018571414518999914
2013-04-01,-0.04282307,-0.024231,-0.010354,0.011127,1.0,-0.011274065248184563
2013-05-01,0.12058147,0.066721,0.085924,-0.02445,1.0,-0.03226646448071682
2013-06-01,-0.19154424,-0.131533,-0.031444,0.005234,1.0,-0.03612739522601641
2013-07-01,0.03533222,0.021741,0.056317,0.002365,1.0,-0.039132130396070275
2013-08-01,0.11473531,0.046075,0.054838,0.000369,1.0,0.01659759473071208
2013-09-01,0.02272498,0.037128,0.012936,0.033868,1.0,-0.020558593906616726
2013-10-01,-0.02437491,-0.019442,-0.006769,0.020912,1.0,0.00215658130081655
2013-11-01,0.05567695,0.039787,0.04946,0.005128,1.0,-0.030140103238050664
2013-12-01,-0.04637948,-0.044658,0.004935,0.003458,1.0,-0.009792526155795275
2014-01-01,-0.02360667,-0.030501,0.066744,0.019175,1.0,-0.049826086568362474
2014-02-01,0.03042006,0.008693,0.036369,0.003771,1.0,-0.013388616327893635
2014-03-01,0.02691355,-0.019003,-0.007872,0.00388,1.0,0.048968957398297444
2014-04-01,-0.01337469,-0.008659,-0.013465,-0.001654,1.0,0.0015213330822015907
2014-05-01,0.0309856,0.012042,0.018032,0.002148,1.0,-0.0008581295857248462
2014-06-01,0.05802512,0.022425,0.033129,-0.000558,1.0,0.0019912777890613576
2014-07-01,0.09323689,0.084584,-0.000124,0.01633,1.0,0.008554627459372341
2014-08-01,0.08016764,0.008793,0.062476,-0.028451,1.0,0.004339906982105693
2014-09-01,0.11105716,0.069261,0.105106,-0.021968,1.0,-0.06012796996262866
2014-10-01,-0.00741027,0.020591,0.001645,0.013511,1.0,-0.030372705653836582
2014-11-01,0.02944735,0.098566,-0.039928,0.048573,1.0,-0.025511577771071974
2014-12-01,-0.06433101,0.175011,-0.235821,0.160514,1.0,0.005664618746208966
2015-01-01,0.13593227,-0.000999,0.053081,-0.082967,1.0,0.06203882516322985
2015-02-01,0.0864813,0.035981,0.040995,-0.047363,1.0,-0.003602660807565536
2015-03-01,0.19889837,0.140377,0.110663,-0.041369,1.0,-0.05395313283890579
2015-04-01,0.17326181,0.17483,0.035604,-0.000342,1.0,-0.037425823848388495
2015-05-01,0.29523162,0.060699,0.241195,-0.147871,1.0,-0.02145182464824863
2015-06-01,-0.04078533,-0.075882,-0.048287,0.087548,1.0,0.0975204745166594
2015-07-01,-0.18713938,-0.146423,-0.059526,0.028091,1.0,0.014063195244052251
2015-08-01,-0.0912132599999999,-0.147703,0.005223,0.010289,1.0,0.050292561466146815
2015-09-01,-0.0170484,-0.050083,0.013907,-0.007356,1.0,0.014076603290422637
2015-10-01,0.26356434,0.130972,0.108769,-0.085249,1.0,0.008913245434930772
2015-11-01,0.04310529,0.032864,0.115679,-0.029977,1.0,-0.10309078852920678
2015-12-01,0.06732407,0.032649,0.071379,-0.030819,1.0,-0.04074906627127166
2016-01-01,-0.24795743,-0.242882,-0.06559,0.057358,1.0,0.06360969615251075
2016-02-01,-0.00482929,-0.026787,-0.0007,0.015814,1.0,0.022336288272779094
2016-03-01,0.19608963,0.134475,0.064168,-0.061516,1.0,-0.016706735690451252
2016-04-01,0.0085606599999999,-0.021624,0.034053,0.001921,1.0,-0.003442067633482919
2016-05-01,-0.0008787899999999,-0.00257,-0.030433,0.003401,1.0,0.02401501120906665
2016-06-01,0.06506377,0.021352,0.050193,-0.012338,1.0,-0.008041381048101051
2016-07-01,0.0063877699999999,0.014646,-0.026198,0.038034,1.0,0.02053739717115461
2016-08-01,0.04391659,0.040394,0.022813,0.007255,1.0,-0.01893522169209911
2016-09-01,0.00388389,-0.021195,0.02897,-0.001498,1.0,-0.005171514206057348
2016-10-01,0.03321504,0.027528,0.017844,0.005547,1.0,-0.012975958539686194
2016-11-01,0.0334239,0.042718,-0.007053,0.024051,1.0,-0.0011145620464981451
2016-12-01,-0.0955752199999999,-0.048612,0.017795,0.019535,1.0,-0.06139855826465371
2017-01-01,-0.04244173,0.013269,-0.043772,0.036601,1.0,-0.01219708304186104
2017-02-01,0.06151506,0.025025,0.016225,-0.000236,1.0,0.017531300354860675
2017-03-01,-0.03581898,-0.005893,-0.02128,0.015728,1.0,-0.011872400847754021
2017-04-01,-0.08083517,-0.021697,-0.049217,0.034233,1.0,-0.011586819276867819
2017-05-01,-0.09703763,-0.011073,-0.066208,0.052539,1.0,-0.01843249828811916
2017-06-01,0.06368608,0.038463,-0.010485,-0.013642,1.0,0.025327960715523685
2017-07-01,-0.03685059,0.032976,-0.03424,0.046385,1.0,-0.03168137172416982
2017-08-01,0.09069619,0.028265,0.003579,-0.011616,1.0,0.05102842021268919
2017-09-01,0.02268329,0.004843,0.002243,-0.024569,1.0,0.0038235836879377573
2017-10-01,-0.0091548,0.014869,-0.059352,-0.01003,1.0,0.019254129099712552
2017-11-01,-0.10984236,-0.023016,-0.050785,0.033737,1.0,-0.03806819511329326
2017-12-01,-0.04086113,0.003557,-0.030284,-0.005591,1.0,-0.024862542665186633
2018-01-01,-0.03259557,0.050313,-0.078602,0.072143,1.0,0.0009650289666424464
2018-02-01,-0.05447929,-0.062528,0.000824,-0.019696,1.0,-0.003239421196278937
2018-03-01,0.13658897,-0.020946,0.064809,-0.060282,1.0,0.07920677617868893
2018-04-01,-0.06647659,-0.033943,-0.008427,0.013613,1.0,-0.026135916035828835
2018-05-01,-0.0060675299999999,-0.002066,-0.024508,-0.006803,1.0,0.01023118145756442
2018-06-01,-0.10527189,-0.078721,-0.035323,0.030075,1.0,0.007884129947182739
2018-07-01,0.02105266,0.017369,-0.0157,0.029683,1.0,0.020989501150846884
2018-08-01,-0.09814733,-0.053599,-0.025361,0.024763,1.0,-0.020278224936094005
2018-09-01,0.01723702,0.02942,-0.041665,0.017119,1.0,0.023793014552339578
2018-10-01,-0.12593558,-0.081456,-0.008407,0.053826,1.0,-0.02626953284220232
2018-11-01,0.11190279,0.001306,0.065215,-0.048491,1.0,0.035344692916949874
2018-12-01,-0.05362283,-0.04417,0.001811,0.006282,1.0,-0.014007053702063108
2019-01-01,-0.05761373,0.036757,-0.071486,0.014328,1.0,-0.033536660222347914
2019-02-01,0.32333679,0.144879,0.078433,-0.087294,1.0,0.08029095775500972
2019-03-01,0.12085622,0.056444,0.058919,-0.050474,1.0,-0.006063164956890174
2019-04-01,-0.04059413,-0.003953,-0.037047,0.007371,1.0,-0.0074569437903038785
2019-05-01,-0.08832128,-0.061327,0.021057,0.007787,1.0,-0.047663547613524704
2019-06-01,-0.02253239,0.036086,-0.043652,-0.003961,1.0,-0.02711064143137667
2019-07-01,-0.0337329599999999,-0.002276,-0.025433,-0.003446,1.0,-0.01544448076085424
2019-08-01,-0.02660824,-0.014815,-0.001761,-0.051703,1.0,-0.030282315251184525
2019-09-01,0.01504089,0.005824,0.005405,0.004634,1.0,0.0010255989869736564
2019-10-01,-0.03407957,0.013028,-0.021785,-0.006668,1.0,-0.035198434338124994
2019-11-01,0.01989328,-0.017215,-0.011236,0.004461,1.0,0.04322598131720003
2019-12-01,0.0742950199999999,0.064303,0.017542,-0.014569,1.0,-0.014343865104510356
2020-01-01,-0.04159864,-0.015988,0.027171,-0.02109,1.0,-0.06005383260453587
2020-02-01,0.00128405,-0.0163,0.024031,-0.023956,1.0,-0.014993482660881052
2020-03-01,-0.02696179,-0.055659,0.017325,0.010522,1.0,0.012036228050546757
2020-04-01,-0.02961485,0.044063,-0.031743,-0.030396,1.0,-0.060175899383709805
2020-05-01,-0.04520091,-0.001281,0.02521,-0.018735,1.0,-0.07600207716317738
2020-06-01,0.05237279,0.068181,0.007267,-0.049522,1.0,-0.04153251345876681
2020-07-01,0.09627862,0.124621,0.014622,-0.034161,1.0,-0.05597080223592042
2020-08-01,0.07223512,0.026044,0.017234,-0.012176,1.0,0.022866400676325144
2020-09-01,-0.06147606,-0.053275,-0.02269,0.012823,1.0,0.010272479393787268
2020-10-01,-0.01771847,0.010884,-0.007084,-0.007637,1.0,-0.02963600706796527
2020-11-01,0.03870813,0.045682,-0.02792,0.046418,1.0,0.025722752348499134
2020-12-01,-0.06101684,0.019096,-0.050486,-0.051856,1.0,-0.056721529451767436
2021-01-01,-0.11709056,-0.000996,-0.08229,-0.002812,1.0,-0.0509288208132396
2021-02-01,0.07499183,0.004966,0.022242,0.039547,1.0,0.05755602643788875
2021-03-01,0.02201924,-0.023841,0.050995,0.046326,1.0,0.010645195391090902
2021-04-01,0.01272422,0.009159,0.003063,-0.029417,1.0,-0.01258220837319648
2021-05-01,0.0673631099999999,0.047826,0.028139,-0.022044,1.0,-0.016094630160274917
2021-06-01,0.10776805,0.002256,0.044106,-0.023114,1.0,0.0558691009010586
2021-07-01,-0.05523066,-0.044468,0.04685,-0.026626,1.0,-0.06374185237152953
2021-08-01,0.01440249,0.039472,0.026332,0.062356,1.0,-0.03442484010052785
2021-09-01,0.03731401,0.001637,-0.030596,0.022226,1.0,0.0636477077355265
2021-10-01,-0.00833911,-0.002467,-0.021189,-0.053134,1.0,-0.008062033011994091
2021-11-01,0.06286299,0.014603,0.111218,-0.045755,1.0,-0.0658277583669941
2021-12-01,0.0728765,0.017492,0.020004,0.036433,1.0,0.04391568837021546
2022-01-01,-0.11172428,-0.081073,-0.011326,0.064437,1.0,-0.0068210073212450345
2022-02-01,0.06256065,0.026775,0.029698,0.005899,1.0,0.0070171201166233585
2022-03-01,-0.06010272,-0.061543,0.036397,0.080078,1.0,-0.011275597072788454
2022-04-01,-0.16467696,-0.072421,-0.103798,0.036158,1.0,0.002927929013136682
2022-05-01,0.1715987,0.047768,0.07924,-0.036941,1.0,0.03982586652196274
2022-06-01,0.12618489,0.077807,-0.018537,-0.067257,1.0,0.03967400648755581
2022-07-01,0.06975437,-0.032636,0.082841,-0.000982,1.0,0.0259071723410614
2022-08-01,0.00381359,-0.015578,-0.016403,0.026429,1.0,0.0363892102519888
2022-09-01,-0.10748226,-0.059959,-0.033311,0.032551,1.0,-0.014118409079088456
2022-10-01,0.06746801,-0.04291,0.089395,-0.025729,1.0,0.021016914986287882
2022-11-01,0.20879353,0.090256,-0.016546,0.036651,1.0,0.13852578948787625
2022-12-01,-0.00607166,-0.019111,-0.026701,-0.023791,1.0,0.024207327126749265
2023-01-01,0.12725212,0.061627,0.014075,-0.032488,1.0,0.03903218583308836
2023-02-01,0.01478539,0.003776,0.035626,0.016069,1.0,-0.01985999689618584
2023-03-01,-0.05774784,-0.002084,-0.016323,0.006044,1.0,-0.04471931137443362
2023-04-01,-0.09954124,0.008041,-0.037348,0.077193,1.0,-0.05771087275766967
2023-05-01,-0.05354881,-0.034108,0.050626,0.01197,1.0,-0.06438447180839488
2023-06-01,0.05438284,0.013828,0.018466,-0.015499,1.0,0.015210605519200414
2023-07-01,0.09153175,0.037723,-0.021729,0.02561,1.0,0.07509061613770872
2023-08-01,-0.07466113,-0.05218,0.012914,0.00238,1.0,-0.03773094746422957
2023-09-01,0.0044023399999999,-0.003699,0.0087,0.018303,1.0,0.00108538163535168
2023-10-01,-0.02052363,-0.027992,0.03176,-0.00969,1.0,-0.027575341557580034
2023-11-01,0.0362646,-0.000803,0.055091,-0.004785,1.0,-0.016666492419270346
2023-12-01,-0.00704124,-0.016243,-0.005481,0.00504,1.0,0.010531226064169244
2024-01-01,-0.18388927,-0.070389,-0.131209,0.108439,1.0,0.02645152008033358
2024-02-01,0.08722701,0.079271,-0.07062,-0.043608,1.0,0.05103168824938609
2024-03-01,0.05848629,0.016809,0.059653,-0.001429,1.0,-0.015024203515662991
2024-04-01,-0.11449367,0.016789,-0.053258,0.033182,1.0,-0.08060419203439871
2024-05-01,-0.10220294,-0.007698,-0.009821,0.031832,1.0,-0.0816036541726067
2024-06-01,-0.18635151,-0.029067,-0.062087,0.045716,1.0,-0.09527797224866646
2024-07-01,0.10955876,-0.000654,0.017188,0.007735,1.0,0.09278870245449157
2024-08-01,0.03165391,-0.027907,-0.001017,-0.000232,1.0,0.0555159685767604
2024-09-01,0.33847881,0.182221,0.045402,-0.06519,1.0,0.09296684425192678
2024-10-01,0.10805884,-0.00986,0.116481,-0.045243,1.0,-0.000522909734640975
2024-11-01,0.0688156799999999,0.008779,0.054367,-0.001248,1.0,0.007950349754740793
2024-12-01,-0.01985274,0.006597,-0.065928,0.040897,1.0,0.03741183527497349
2025-01-01,-0.02999587,-0.028638,0.013183,0.000862,1.0,-0.01731166618013991
2025-02-01,0.04712522,0.021423,0.067475,-0.041722,1.0,-0.04953836152226051
2025-03-01,-0.0051942299999999,0.003802,-0.011635,0.014716,1.0,0.0004426487672242428
2025-04-01,-0.0733818099999999,-0.024464,0.006325,0.022734,1.0,-0.05256639110455463
2025-05-01,0.12378932,0.027874,0.042258,0.003368,1.0,0.055586940669505064
2025-06-01,0.06138231,0.037381,0.033809,-0.007433,1.0,-0.012223725373695614
2025-07-01,0.03320875,0.03781,0.00337,0.002075,1.0,-0.01182692992674575
2025-08-01,0.06265152,0.076522,-0.010257,-0.071706,1.0,-0.031006703501706118
2025-09-01,-0.01452386,0.007884,-0.007973,-0.023007,1.0,-0.02717212993803052
2025-10-01,0.01481762,0.018882,0.008544,0.04812,1.0,-0.002243035987548582
2025-11-01,-0.0019844899999999,-0.012413,0.024801,0.018864,1.0,-0.01028017512190862
2025-12-01,0.02892735,0.023567,-0.015828,-0.003314,1.0,0.01310840095701863
